Year,FIPS,Race,AgeGroup,Population
2010,6053,MR NH,65+,959
2010,6053,NHPI NH,0–18,870
2010,6053,NHPI NH,19–34,1020
2010,6053,NHPI NH,35–64,1604
2010,6053,NHPI NH,65+,332
2010,6053,White NH,0–18,43175
2010,6053,White NH,19–34,49694
2010,6053,White NH,35–64,123494
2010,6053,White NH,65+,57662
2010,6055,AIAN NH,0–18,202
2010,6055,AIAN NH,19–34,191
2010,6055,AIAN NH,35–64,548
2010,6055,AIAN NH,65+,156
2010,6055,Asian NH,0–18,4303
2010,6055,Asian NH,19–34,3837
2010,6055,Asian NH,35–64,8006
2010,6055,Asian NH,65+,2043
2010,6055,Black NH,0–18,1167
2010,6055,Black NH,19–34,1027
2010,6055,Black NH,35–64,2288
2010,6055,Black NH,65+,460
2010,6055,Hispanic,0–18,32373
2010,6055,Hispanic,19–34,24230
2010,6055,Hispanic,35–64,27740
2010,6055,Hispanic,65+,3807
2010,6055,MR NH,0–18,2527
2010,6055,MR NH,19–34,1164
2010,6055,MR NH,35–64,1659
2010,6055,MR NH,65+,370
2010,6055,NHPI NH,0–18,164
2010,6055,NHPI NH,19–34,152
2010,6055,NHPI NH,35–64,275
2010,6055,NHPI NH,65+,58
2010,6055,White NH,0–18,26081
2010,6055,White NH,19–34,23040
2010,6055,White NH,35–64,70790
2010,6055,White NH,65+,34393
2010,6057,AIAN NH,0–18,367
2010,6057,AIAN NH,19–34,275
2010,6057,AIAN NH,35–64,757
2010,6057,AIAN NH,65+,201
2010,6057,Asian NH,0–18,372
2010,6057,Asian NH,19–34,427
2010,6057,Asian NH,35–64,1167
2010,6057,Asian NH,65+,310
2010,6057,Black NH,0–18,192
2010,6057,Black NH,19–34,166
2010,6057,Black NH,35–64,278
2010,6057,Black NH,65+,53
2010,6057,Hispanic,0–18,6172
2010,6057,Hispanic,19–34,4197
2010,6057,Hispanic,35–64,5558
2010,6057,Hispanic,65+,1071
2010,6057,MR NH,0–18,1866
2010,6057,MR NH,19–34,921
2010,6057,MR NH,35–64,1528
2010,6057,MR NH,65+,353
2010,6057,NHPI NH,0–18,52
2010,6057,NHPI NH,19–34,25
2010,6057,NHPI NH,35–64,94
2010,6057,NHPI NH,65+,22
2010,6057,White NH,0–18,31418
2010,6057,White NH,19–34,24150
2010,6057,White NH,35–64,79109
2010,6057,White NH,65+,36497
2010,6059,AIAN NH,0–18,2562
2010,6059,AIAN NH,19–34,2761
2010,6059,AIAN NH,35–64,5863
2010,6059,AIAN NH,65+,1414
2010,6059,Asian NH,0–18,241411
2010,6059,Asian NH,19–34,243187
2010,6059,Asian NH,35–64,470348
2010,6059,Asian NH,65+,119905
2010,6059,Black NH,0–18,20450
2010,6059,Black NH,19–34,22309
2010,6059,Black NH,35–64,39746
2010,6059,Black NH,65+,6802
2010,6059,Hispanic,0–18,726993
2010,6059,Hispanic,19–34,551337
2010,6059,Hispanic,35–64,656071
2010,6059,Hispanic,65+,94399
2010,6059,MR NH,0–18,63989
2010,6059,MR NH,19–34,31443
2010,6059,MR NH,35–64,34962
2010,6059,MR NH,65+,6996
2010,6059,NHPI NH,0–18,4444
2010,6059,NHPI NH,19–34,4635
2010,6059,NHPI NH,35–64,6791
2010,6059,NHPI NH,65+,1176
2010,6059,White NH,0–18,505184
2010,6059,White NH,19–34,491361
2010,6059,White NH,35–64,1199728
2010,6059,White NH,65+,470886
2010,6061,AIAN NH,0–18,1053
2010,6061,AIAN NH,19–34,792
2010,6061,AIAN NH,35–64,1889
2010,6061,AIAN NH,65+,491
2010,6061,Asian NH,0–18,10598
2010,6061,Asian NH,19–34,7120
2010,6061,Asian NH,35–64,18520
2010,6061,Asian NH,65+,4474
2010,6061,Black NH,0–18,2321
2010,6061,Black NH,19–34,1971
2010,6061,Black NH,35–64,3929
2010,6061,Black NH,65+,817
2010,6061,Hispanic,0–18,34271
2010,6061,Hispanic,19–34,21228
2010,6061,Hispanic,35–64,28671
2010,6061,Hispanic,65+,6030
2010,6061,MR NH,0–18,10590
2010,6061,MR NH,19–34,3932
2010,6061,MR NH,35–64,5312
2010,6061,MR NH,65+,955
2010,6061,NHPI NH,0–18,321
2010,6061,NHPI NH,19–34,372
2010,6061,NHPI NH,35–64,646
2010,6061,NHPI NH,65+,105
2010,6061,White NH,0–18,120742
2010,6061,White NH,19–34,87385
2010,6061,White NH,35–64,229912
2010,6061,White NH,65+,94856
2010,6063,AIAN NH,0–18,271
2010,6063,AIAN NH,19–34,139
2010,6063,AIAN NH,35–64,405
2010,6063,AIAN NH,65+,106
2010,6063,Asian NH,0–18,53
2010,6063,Asian NH,19–34,40
2010,6063,Asian NH,35–64,122
2010,6063,Asian NH,65+,38
2010,6063,Black NH,0–18,84
2010,6063,Black NH,19–34,148
2010,6063,Black NH,35–64,113
2010,6063,Black NH,65+,24
2010,6063,Hispanic,0–18,1173
2010,6063,Hispanic,19–34,693
2010,6063,Hispanic,35–64,1119
2010,6063,Hispanic,65+,266
2010,6063,MR NH,0–18,468
2010,6063,MR NH,19–34,205
2010,6063,MR NH,35–64,373
2010,6063,MR NH,65+,109
2010,6063,NHPI NH,0–18,3
2010,6063,NHPI NH,19–34,8
2010,6063,NHPI NH,35–64,20
2010,6063,NHPI NH,65+,6
2010,6063,White NH,0–18,5707
2010,6063,White NH,19–34,4594
2010,6063,White NH,35–64,15899
2010,6063,White NH,65+,7806
2010,6065,AIAN NH,0–18,6113
2010,6065,AIAN NH,19–34,4884
2010,6065,AIAN NH,35–64,8885
2010,6065,AIAN NH,65+,2295
2010,6065,Asian NH,0–18,60734
2010,6065,Asian NH,19–34,61136
2010,6065,Asian NH,35–64,108144
2010,6065,Asian NH,65+,25241
2010,6065,Black NH,0–18,78152
2010,6065,Black NH,19–34,58455
2010,6065,Black NH,35–64,105145
2010,6065,Black NH,65+,22862
2010,6065,Hispanic,0–18,779972
2010,6065,Hispanic,19–34,505513
2010,6065,Hispanic,35–64,615410
2010,6065,Hispanic,65+,95700
2010,6065,MR NH,0–18,45969
2010,6065,MR NH,19–34,20555
2010,6065,MR NH,35–64,20970
2010,6065,MR NH,65+,4090
2010,6065,NHPI NH,0–18,3651
2010,6065,NHPI NH,19–34,3112
2010,6065,NHPI NH,35–64,4444
2010,6065,NHPI NH,65+,818
2010,6065,White NH,0–18,340347
2010,6065,White NH,19–34,296490
2010,6065,White NH,35–64,740091
2010,6065,White NH,65+,368301
2010,6067,AIAN NH,0–18,3609
2010,6067,AIAN NH,19–34,3578
2010,6067,AIAN NH,35–64,7293
2010,6067,AIAN NH,65+,1479
2010,6067,Asian NH,0–18,107632
2010,6067,Asian NH,19–34,98972
2010,6067,Asian NH,35–64,153651
2010,6067,Asian NH,65+,43064
2010,6067,Black NH,0–18,84584
2010,6067,Black NH,19–34,67353
2010,6067,Black NH,35–64,107532
2010,6067,Black NH,65+,22624
2010,6067,Hispanic,0–18,234649
2010,6067,Hispanic,19–34,167676
2010,6067,Hispanic,35–64,183436
2010,6067,Hispanic,65+,29430
2010,6067,MR NH,0–18,56927
2010,6067,MR NH,19–34,28237
2010,6067,MR NH,35–64,28517
2010,6067,MR NH,65+,4381
2010,6067,NHPI NH,0–18,7932
2010,6067,NHPI NH,19–34,8018
2010,6067,NHPI NH,35–64,10466
2010,6067,NHPI NH,65+,1632
2010,6067,White NH,0–18,273921
2010,6067,White NH,19–34,285318
2010,6067,White NH,35–64,605064
2010,6067,White NH,65+,215446
2010,6069,AIAN NH,0–18,145
2010,6069,AIAN NH,19–34,77
2010,6069,AIAN NH,35–64,230
2010,6069,AIAN NH,65+,29
2010,6069,Asian NH,0–18,608
2010,6069,Asian NH,19–34,401
2010,6069,Asian NH,35–64,1330
2010,6069,Asian NH,65+,338
2010,6069,Black NH,0–18,196
2010,6069,Black NH,19–34,119
2010,6069,Black NH,35–64,353
2010,6069,Black NH,65+,52
2010,6069,Hispanic,0–18,23239
2010,6069,Hispanic,19–34,15075
2010,6069,Hispanic,35–64,20563
2010,6069,Hispanic,65+,3774
2010,6069,MR NH,0–18,768
2010,6069,MR NH,19–34,300
2010,6069,MR NH,35–64,562
2010,6069,MR NH,65+,98
2010,6069,NHPI NH,0–18,26
2010,6069,NHPI NH,19–34,36
2010,6069,NHPI NH,35–64,72
2010,6069,NHPI NH,65+,6
2010,6069,White NH,0–18,8922
2010,6069,White NH,19–34,6371
2010,6069,White NH,35–64,20672
2010,6069,White NH,65+,6470
2010,6071,AIAN NH,0–18,3752
2010,6071,AIAN NH,19–34,3938
2010,6071,AIAN NH,35–64,7754
2010,6071,AIAN NH,65+,1919
2010,6071,Asian NH,0–18,57585
2010,6071,Asian NH,19–34,56938
2010,6071,Asian NH,35–64,111788
2010,6071,Asian NH,65+,25315
2010,6071,Black NH,0–18,107071
2010,6071,Black NH,19–34,82015
2010,6071,Black NH,35–64,130137
2010,6071,Black NH,65+,26095
2010,6071,Hispanic,0–18,771587
2010,6071,Hispanic,19–34,514341
2010,6071,Hispanic,35–64,627000
2010,6071,Hispanic,65+,97071
2010,6071,MR NH,0–18,38828
2010,6071,MR NH,19–34,19003
2010,6071,MR NH,35–64,20363
2010,6071,MR NH,65+,3789
2010,6071,NHPI NH,0–18,3958
2010,6071,NHPI NH,19–34,3182
2010,6071,NHPI NH,35–64,4234
2010,6071,NHPI NH,65+,617
2010,6071,White NH,0–18,278329
2010,6071,White NH,19–34,276723
2010,6071,White NH,35–64,597461
2010,6071,White NH,65+,209371
2010,6073,AIAN NH,0–18,6956
2010,6073,AIAN NH,19–34,8072
2010,6073,AIAN NH,35–64,10950
2010,6073,AIAN NH,65+,2520
2010,6073,Asian NH,0–18,138131
2010,6073,Asian NH,19–34,180392
2010,6073,Asian NH,35–64,273527
2010,6073,Asian NH,65+,70599
2010,6073,Black NH,0–18,75792
2010,6073,Black NH,19–34,83160
2010,6073,Black NH,35–64,114133
2010,6073,Black NH,65+,22938
2010,6073,Hispanic,0–18,700148
2010,6073,Hispanic,19–34,549671
2010,6073,Hispanic,35–64,628937
2010,6073,Hispanic,65+,110045
2010,6073,MR NH,0–18,84797
2010,6073,MR NH,19–34,50984
2010,6073,MR NH,35–64,41069
2010,6073,MR NH,65+,6403
2010,6073,NHPI NH,0–18,6285
2010,6073,NHPI NH,19–34,8093
2010,6073,NHPI NH,35–64,10834
2010,6073,NHPI NH,65+,2133
2010,6073,White NH,0–18,527432
2010,6073,White NH,19–34,708861
2010,6073,White NH,35–64,1285859
2010,6073,White NH,65+,490102
2010,6075,AIAN NH,0–18,381
2010,6075,AIAN NH,19–34,1138
2010,6075,AIAN NH,35–64,1882
2010,6075,AIAN NH,65+,345
2010,6075,Asian NH,0–18,79729
2010,6075,Asian NH,19–34,131715
2010,6075,Asian NH,35–64,231072
2010,6075,Asian NH,65+,93464
2010,6075,Black NH,0–18,16682
2010,6075,Black NH,19–34,20637
2010,6075,Black NH,35–64,42427
2010,6075,Black NH,65+,14691
2010,6075,Hispanic,0–18,52637
2010,6075,Hispanic,19–34,82995
2010,6075,Hispanic,35–64,88421
2010,6075,Hispanic,65+,20391
2010,6075,MR NH,0–18,17258
2010,6075,MR NH,19–34,16858
2010,6075,MR NH,35–64,13490
2010,6075,MR NH,65+,2183
2010,6075,NHPI NH,0–18,1792
2010,6075,NHPI NH,19–34,1881
2010,6075,NHPI NH,35–64,2277
2010,6075,NHPI NH,65+,440
2010,6075,White NH,0–18,63015
2010,6075,White NH,19–34,221343
2010,6075,White NH,35–64,306909
2010,6075,White NH,65+,89127
2010,6077,AIAN NH,0–18,1601
2010,6077,AIAN NH,19–34,1322
2010,6077,AIAN NH,35–64,2929
2010,6077,AIAN NH,65+,628
2010,6077,Asian NH,0–18,56139
2010,6077,Asian NH,19–34,44261
2010,6077,Asian NH,35–64,72513
2010,6077,Asian NH,65+,19306
2010,6077,Black NH,0–18,31185
2010,6077,Black NH,19–34,20830
2010,6077,Black NH,35–64,38123
2010,6077,Black NH,65+,7885
2010,6077,Hispanic,0–18,213570
2010,6077,Hispanic,19–34,136178
2010,6077,Hispanic,35–64,158797
2010,6077,Hispanic,65+,26489
2010,6077,MR NH,0–18,20425
2010,6077,MR NH,19–34,8904
2010,6077,MR NH,35–64,10311
2010,6077,MR NH,65+,1853
2010,6077,NHPI NH,0–18,1901
2010,6077,NHPI NH,19–34,1748
2010,6077,NHPI NH,35–64,2732
2010,6077,NHPI NH,65+,399
2010,6077,White NH,0–18,100481
2010,6077,White NH,19–34,88600
2010,6077,White NH,35–64,218500
2010,6077,White NH,65+,86281
2010,6079,AIAN NH,0–18,480
2010,6079,AIAN NH,19–34,567
2010,6079,AIAN NH,35–64,1373
2010,6079,AIAN NH,65+,354
2010,6079,Asian NH,0–18,2903
2010,6079,Asian NH,19–34,5635
2010,6079,Asian NH,35–64,6019
2010,6079,Asian NH,65+,1879
2010,6079,Black NH,0–18,1080
2010,6079,Black NH,19–34,3209
2010,6079,Black NH,35–64,5983
2010,6079,Black NH,65+,521
2010,6079,Hispanic,0–18,38661
2010,6079,Hispanic,19–34,32812
2010,6079,Hispanic,35–64,35189
2010,6079,Hispanic,65+,5672
2010,6079,MR NH,0–18,4457
2010,6079,MR NH,19–34,3799
2010,6079,MR NH,35–64,3166
2010,6079,MR NH,65+,667
2010,6079,NHPI NH,0–18,143
2010,6079,NHPI NH,19–34,234
2010,6079,NHPI NH,35–64,300
2010,6079,NHPI NH,65+,31
2010,6079,White NH,0–18,64333
2010,6079,White NH,19–34,86750
2010,6079,White NH,35–64,159982
2010,6079,White NH,65+,73042
2010,6081,AIAN NH,0–18,466
2010,6081,AIAN NH,19–34,440
2010,6081,AIAN NH,35–64,1145
2010,6081,AIAN NH,65+,255
2010,6081,Asian NH,0–18,71755
2010,6081,Asian NH,19–34,79358
2010,6081,Asian NH,35–64,164341
2010,6081,Asian NH,65+,40702
2010,6081,Black NH,0–18,7236
2010,6081,Black NH,19–34,7703
2010,6081,Black NH,35–64,16937
2010,6081,Black NH,65+,6157
2010,6081,Hispanic,0–18,116021
2010,6081,Hispanic,19–34,102922
2010,6081,Hispanic,35–64,123733
2010,6081,Hispanic,65+,22683
2010,6081,MR NH,0–18,22949
2010,6081,MR NH,19–34,9076
2010,6081,MR NH,35–64,11254
2010,6081,MR NH,65+,2111
2010,6081,NHPI NH,0–18,6015
2010,6081,NHPI NH,19–34,5275
2010,6081,NHPI NH,35–64,7622
2010,6081,NHPI NH,65+,1592
2010,6081,White NH,0–18,111312
2010,6081,White NH,19–34,88548
2010,6081,White NH,35–64,292244
2010,6081,White NH,65+,119768
2010,6083,AIAN NH,0–18,744
2010,6083,AIAN NH,19–34,861
2010,6083,AIAN NH,35–64,1690
2010,6083,AIAN NH,65+,439
2010,6083,Asian NH,0–18,7153
2010,6083,Asian NH,19–34,14312
2010,6083,Asian NH,35–64,14166
2010,6083,Asian NH,65+,4078
2010,6083,Black NH,0–18,2783
2010,6083,Black NH,19–34,4134
2010,6083,Black NH,35–64,6008
2010,6083,Black NH,65+,1703
2010,6083,Hispanic,0–18,130126
2010,6083,Hispanic,19–34,107177
2010,6083,Hispanic,35–64,108259
2010,6083,Hispanic,65+,18525
2010,6083,MR NH,0–18,6729
2010,6083,MR NH,19–34,5707
2010,6083,MR NH,35–64,3922
2010,6083,MR NH,65+,787
2010,6083,NHPI NH,0–18,275
2010,6083,NHPI NH,19–34,439
2010,6083,NHPI NH,35–64,566
2010,6083,NHPI NH,65+,114
2010,6083,White NH,0–18,65583
2010,6083,White NH,19–34,92279
2010,6083,White NH,35–64,166225
2010,6083,White NH,65+,83156
2010,6085,AIAN NH,0–18,2002
2010,6085,AIAN NH,19–34,1807
2010,6085,AIAN NH,35–64,3615
2010,6085,AIAN NH,65+,773
2010,6085,Asian NH,0–18,275445
2010,6085,Asian NH,19–34,265070
2010,6085,Asian NH,35–64,496291
2010,6085,Asian NH,65+,107880
2010,6085,Black NH,0–18,19020
2010,6085,Black NH,19–34,22923
2010,6085,Black NH,35–64,36509
2010,6085,Black NH,65+,7220
2010,6085,Hispanic,0–18,331593
2010,6085,Hispanic,19–34,269699
2010,6085,Hispanic,35–64,306777
2010,6085,Hispanic,65+,52061
2010,6085,MR NH,0–18,49940
2010,6085,MR NH,19–34,22276
2010,6085,MR NH,35–64,23520
2010,6085,MR NH,65+,4086
2010,6085,NHPI NH,0–18,3255
2010,6085,NHPI NH,19–34,3504
2010,6085,NHPI NH,35–64,5173
2010,6085,NHPI NH,65+,958
2010,6085,White NH,0–18,224486
2010,6085,White NH,19–34,225995
2010,6085,White NH,35–64,587958
2010,6085,White NH,65+,222651
2010,6087,AIAN NH,0–18,361
2010,6087,AIAN NH,19–34,453
2010,6087,AIAN NH,35–64,992
2010,6087,AIAN NH,65+,194
2010,6087,Asian NH,0–18,3166
2010,6087,Asian NH,19–34,7988
2010,6087,Asian NH,35–64,8206
2010,6087,Asian NH,65+,2248
2010,6087,Black NH,0–18,931
2010,6087,Black NH,19–34,1403
2010,6087,Black NH,35–64,1990
2010,6087,Black NH,65+,353
2010,6087,Hispanic,0–18,59189
2010,6087,Hispanic,19–34,49560
2010,6087,Hispanic,35–64,52495
2010,6087,Hispanic,65+,7492
2010,6087,MR NH,0–18,5313
2010,6087,MR NH,19–34,4201
2010,6087,MR NH,35–64,3581
2010,6087,MR NH,65+,505
2010,6087,NHPI NH,0–18,89
2010,6087,NHPI NH,19–34,174
2010,6087,NHPI NH,35–64,303
2010,6087,NHPI NH,65+,40
2010,6087,White NH,0–18,51547
2010,6087,White NH,19–34,66706
2010,6087,White NH,35–64,148055
2010,6087,White NH,65+,47674
2010,6089,AIAN NH,0–18,2509
2010,6089,AIAN NH,19–34,1736
2010,6089,AIAN NH,35–64,3302
2010,6089,AIAN NH,65+,795
2010,6089,Asian NH,0–18,2374
2010,6089,Asian NH,19–34,2453
2010,6089,Asian NH,35–64,3142
2010,6089,Asian NH,65+,776
2010,6089,Black NH,0–18,986
2010,6089,Black NH,19–34,665
2010,6089,Black NH,35–64,1001
2010,6089,Black NH,65+,254
2010,6089,Hispanic,0–18,12123
2010,6089,Hispanic,19–34,7235
2010,6089,Hispanic,35–64,8888
2010,6089,Hispanic,65+,1776
2010,6089,MR NH,0–18,5134
2010,6089,MR NH,19–34,2425
2010,6089,MR NH,35–64,3404
2010,6089,MR NH,65+,833
2010,6089,NHPI NH,0–18,126
2010,6089,NHPI NH,19–34,129
2010,6089,NHPI NH,35–64,169
2010,6089,NHPI NH,65+,44
2010,6089,White NH,0–18,61128
2010,6089,White NH,19–34,52395
2010,6089,White NH,35–64,123376
2010,6089,White NH,65+,55533
2010,6091,AIAN NH,0–18,11
2010,6091,AIAN NH,19–34,18
2010,6091,AIAN NH,35–64,32
2010,6091,AIAN NH,65+,24
2010,6091,Asian NH,0–18,0
2010,6091,Asian NH,19–34,10
2010,6091,Asian NH,35–64,10
2010,6091,Asian NH,65+,4
2010,6091,Black NH,0–18,2
2010,6091,Black NH,19–34,0
2010,6091,Black NH,35–64,6
2010,6091,Black NH,65+,2
2010,6091,Hispanic,0–18,165
2010,6091,Hispanic,19–34,90
2010,6091,Hispanic,35–64,213
2010,6091,Hispanic,65+,76
2010,6091,MR NH,0–18,42
2010,6091,MR NH,19–34,24
2010,6091,MR NH,35–64,35
2010,6091,MR NH,65+,7
2010,6091,NHPI NH,19–34,2
2010,6091,NHPI NH,35–64,4
2010,6091,NHPI NH,65+,0
2010,6091,White NH,0–18,955
2010,6091,White NH,19–34,615
2010,6091,White NH,35–64,2880
2010,6091,White NH,65+,1249
2010,6093,AIAN NH,0–18,879
2010,6093,AIAN NH,19–34,644
2010,6093,AIAN NH,35–64,1227
2010,6093,AIAN NH,65+,376
2010,6093,Asian NH,0–18,223
2010,6093,Asian NH,19–34,226
2010,6093,Asian NH,35–64,535
2010,6093,Asian NH,65+,109
2010,6093,Black NH,0–18,236
2010,6093,Black NH,19–34,255
2010,6093,Black NH,35–64,440
2010,6093,Black NH,65+,172
2010,6093,Hispanic,0–18,3592
2010,6093,Hispanic,19–34,2016
2010,6093,Hispanic,35–64,2955
2010,6093,Hispanic,65+,728
2010,6093,MR NH,0–18,1503
2010,6093,MR NH,19–34,599
2010,6093,MR NH,35–64,1156
2010,6093,MR NH,65+,362
2010,6093,NHPI NH,0–18,47
2010,6093,NHPI NH,19–34,41
2010,6093,NHPI NH,35–64,56
2010,6093,NHPI NH,65+,2
2010,6093,White NH,0–18,13265
2010,6093,White NH,19–34,10136
2010,6093,White NH,35–64,32135
2010,6093,White NH,65+,15844
2010,6095,AIAN NH,0–18,772
2010,6095,AIAN NH,19–34,803
2010,6095,AIAN NH,35–64,1821
2010,6095,AIAN NH,65+,414
2010,6095,Asian NH,0–18,25404
2010,6095,Asian NH,19–34,25074
2010,6095,Asian NH,35–64,52827
2010,6095,Asian NH,65+,15838
2010,6095,Black NH,0–18,30187
2010,6095,Black NH,19–34,25701
2010,6095,Black NH,35–64,51426
2010,6095,Black NH,65+,11458
2010,6095,Hispanic,0–18,74579
2010,6095,Hispanic,19–34,52801
2010,6095,Hispanic,35–64,62151
2010,6095,Hispanic,65+,9718
2010,6095,MR NH,0–18,20481
2010,6095,MR NH,19–34,9322
2010,6095,MR NH,35–64,9400
2010,6095,MR NH,65+,1446
2010,6095,NHPI NH,0–18,1509
2010,6095,NHPI NH,19–34,1697
2010,6095,NHPI NH,35–64,2834
2010,6095,NHPI NH,65+,617
2010,6095,White NH,0–18,61726
2010,6095,White NH,19–34,63492
2010,6095,White NH,35–64,158576
2010,6095,White NH,65+,54467
2010,6097,AIAN NH,0–18,1759
2010,6097,AIAN NH,19–34,1653
2010,6097,AIAN NH,35–64,3139
2010,6097,AIAN NH,65+,695
2010,6097,Asian NH,0–18,7601
2010,6097,Asian NH,19–34,7850
2010,6097,Asian NH,35–64,16692
2010,6097,Asian NH,65+,3922
2010,6097,Black NH,0–18,3381
2010,6097,Black NH,19–34,3336
2010,6097,Black NH,35–64,5789
2010,6097,Black NH,65+,1163
2010,6097,Hispanic,0–18,90721
2010,6097,Hispanic,19–34,68787
2010,6097,Hispanic,35–64,72516
2010,6097,Hispanic,65+,9364
2010,6097,MR NH,0–18,11170
2010,6097,MR NH,19–34,5926
2010,6097,MR NH,35–64,6872
2010,6097,MR NH,65+,1160
2010,6097,NHPI NH,0–18,622
2010,6097,NHPI NH,19–34,652
2010,6097,NHPI NH,35–64,1413
2010,6097,NHPI NH,65+,252
2010,6097,White NH,0–18,111451
2010,6097,White NH,19–34,112720
2010,6097,White NH,35–64,298720
2010,6097,White NH,65+,118566
2010,6099,AIAN NH,0–18,1227
2010,6099,AIAN NH,19–34,1116
2010,6099,AIAN NH,35–64,2811
2010,6099,AIAN NH,65+,675
2010,6099,Asian NH,0–18,13245
2010,6099,Asian NH,19–34,12084
2010,6099,Asian NH,35–64,20436
2010,6099,Asian NH,65+,4761
2010,6099,Black NH,0–18,8126
2010,6099,Black NH,19–34,6030
2010,6099,Black NH,35–64,10311
2010,6099,Black NH,65+,1978
2010,6099,Hispanic,0–18,172891
2010,6099,Hispanic,19–34,111740
2010,6099,Hispanic,35–64,128178
2010,6099,Hispanic,65+,20391
2010,6099,MR NH,0–18,11181
2010,6099,MR NH,19–34,5699
2010,6099,MR NH,35–64,7343
2010,6099,MR NH,65+,1691
2010,6099,NHPI NH,0–18,1683
2010,6099,NHPI NH,19–34,1692
2010,6099,NHPI NH,35–64,2647
2010,6099,NHPI NH,65+,464
2010,6099,White NH,0–18,103302
2010,6099,White NH,19–34,93341
2010,6099,White NH,35–64,205918
2010,6099,White NH,65+,80027
2010,6101,AIAN NH,0–18,536
2010,6101,AIAN NH,19–34,374
2010,6101,AIAN NH,35–64,797
2010,6101,AIAN NH,65+,161
2010,6101,Asian NH,0–18,7397
2010,6101,Asian NH,19–34,6298
2010,6101,Asian NH,35–64,10538
2010,6101,Asian NH,65+,3456
2010,6101,Black NH,0–18,900
2010,6101,Black NH,19–34,829
2010,6101,Black NH,35–64,1405
2010,6101,Black NH,65+,349
2010,6101,Hispanic,0–18,21968
2010,6101,Hispanic,19–34,14448
2010,6101,Hispanic,35–64,15674
2010,6101,Hispanic,65+,2646
2010,6101,MR NH,0–18,2645
2010,6101,MR NH,19–34,1208
2010,6101,MR NH,35–64,1426
2010,6101,MR NH,65+,327
2010,6101,NHPI NH,0–18,129
2010,6101,NHPI NH,19–34,123
2010,6101,NHPI NH,35–64,255
2010,6101,NHPI NH,65+,41
2010,6101,White NH,0–18,21532
2010,6101,White NH,19–34,17451
2010,6101,White NH,35–64,39653
2010,6101,White NH,65+,17015
2010,6103,AIAN NH,0–18,668
2010,6103,AIAN NH,19–34,478
2010,6103,AIAN NH,35–64,1007
2010,6103,AIAN NH,65+,286
2010,6103,Asian NH,0–18,331
2010,6103,Asian NH,19–34,224
2010,6103,Asian NH,35–64,559
2010,6103,Asian NH,65+,155
2010,6103,Black NH,0–18,218
2010,6103,Black NH,19–34,161
2010,6103,Black NH,35–64,263
2010,6103,Black NH,65+,76
2010,6103,Hispanic,0–18,11885
2010,6103,Hispanic,19–34,6681
2010,6103,Hispanic,35–64,8055
2010,6103,Hispanic,65+,1288
2010,6103,MR NH,0–18,1239
2010,6103,MR NH,19–34,586
2010,6103,MR NH,35–64,1091
2010,6103,MR NH,65+,287
2010,6103,NHPI NH,0–18,20
2010,6103,NHPI NH,19–34,32
2010,6103,NHPI NH,35–64,64
2010,6103,NHPI NH,65+,14
2010,6103,White NH,0–18,19657
2010,6103,White NH,19–34,14925
2010,6103,White NH,35–64,38516
2010,6103,White NH,65+,18083
2010,6105,AIAN NH,0–18,272
2010,6105,AIAN NH,19–34,160
2010,6105,AIAN NH,35–64,515
2010,6105,AIAN NH,65+,168
2010,6105,Asian NH,0–18,54
2010,6105,Asian NH,19–34,42
2010,6105,Asian NH,35–64,103
2010,6105,Asian NH,65+,37
2010,6105,Black NH,0–18,12
2010,6105,Black NH,19–34,43
2010,6105,Black NH,35–64,31
2010,6105,Black NH,65+,9
2010,6105,Hispanic,0–18,716
2010,6105,Hispanic,19–34,406
2010,6105,Hispanic,35–64,655
2010,6105,Hispanic,65+,157
2010,6105,MR NH,0–18,365
2010,6105,MR NH,19–34,167
2010,6105,MR NH,35–64,457
2010,6105,MR NH,65+,148
2010,6105,NHPI NH,0–18,14
2010,6105,NHPI NH,19–34,4
2010,6105,NHPI NH,35–64,14
2010,6105,NHPI NH,65+,0
